"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"LEMD3",0.498410320123736,0.52691744981149,0.929,1,1
"FARSA",0.498410320123736,0.266902063756477,1,0.938,1
"GPAA1",0.498410320123736,0.479207455209952,1,0.938,1
"KLHDC10",0.498410320123736,0.471226461402575,1,0.938,1
"MAPK8IP3",0.498410320123736,0.427339513400922,1,0.938,1
"PTCD2",0.498410320123736,0.48819851934312,1,0.938,1
"SEC24B",0.498410320123736,0.865659976315486,1,0.938,1
"SKIL",0.498410320123736,0.508473099745212,1,0.938,1
"VPS35L",0.498410320123736,0.467083029382447,1,0.938,1
"AKT2",0.498410320123736,1.5976607789968,1,1,1
"BTBD1",0.498410320123736,0.725914709588334,1,1,1
"COX14",0.498410320123736,0.266298369651349,1,1,1
"DIS3",0.498410320123736,0.660549279661471,1,1,1
"DPY19L3",0.498410320123736,0.684028368157557,1,1,1
"ETNK1",0.498410320123736,0.308482286873152,1,1,1
"GNAS",0.498410320123736,0.290359181286135,1,1,1
"HAUS2",0.498410320123736,0.350406182780484,1,1,1
"MOB4",0.498410320123736,0.365334362646239,1,1,1
"MSL1",0.498410320123736,0.30638943275507,1,1,1
"NANS",0.498410320123736,0.250746790890792,1,1,1
"NSFL1C",0.498410320123736,0.292895685532049,1,1,1
"PTBP2",0.498410320123736,0.591112679992453,1,1,1
"RHBDD3",0.498410320123736,0.531677167419248,1,1,1
"RUFY2",0.498410320123736,0.29947995164984,1,1,1
"SPECC1",0.498410320123736,0.446178577969297,1,1,1
"SYNJ2BP",0.498410320123736,0.815120920520059,1,1,1
"SYPL1",0.498410320123736,0.280070151034924,1,1,1
"TAF1D",0.498410320123736,0.539852484208723,1,1,1
"TLE3",0.498410320123736,0.461585397565634,1,1,1
"TMEM41A",0.498410320123736,0.427630679801699,1,1,1
"UGCG",0.498410320123736,0.420703749728221,1,1,1
"ZCCHC7",0.498410320123736,0.340162391944356,1,1,1
"TFPT",0.500898611581722,0.281684542328341,0.929,0.562,1
"SLC25A22",0.502025877326215,1.47484886955901,0.571,0.625,1
"APOBEC3F",0.502743633343287,0.390291067078331,0.786,0.812,1
"KPTN",0.502743633343287,0.644828937854425,0.786,0.812,1
"GIN1",0.504141613403824,1.07430891932014,0.786,0.938,1
"MTRF1L",0.504141613403824,0.268464985050554,0.786,0.938,1
"CHMP4B",0.505263419201992,0.355119616002344,0.929,0.938,1
"METTL14",0.505263419201992,0.369233524433326,0.929,0.938,1
"SH3BP4",0.505263419201992,1.10841080374339,0.929,0.938,1
"UBA5",0.505263419201992,0.513874012343636,0.929,0.938,1
"C20orf96",0.510306828010143,0.854584350777183,0.714,0.625,1
"JAZF1",0.510306828010143,0.44551733580768,0.714,0.625,1
"KLHL23",0.513386939141368,0.606279848280254,0.643,0.625,1
"TMEM91",0.513386939141368,1.30234634360796,0.643,0.625,1
"H2AC17",0.51447609528569,1.07547427548367,0.357,0.312,1
"PILRA",0.515998842683921,0.688337804165243,0.286,0.5,1
"SLC3A1",0.516208631150541,0.673211905616075,0.714,0.875,1
"CEP131",0.516599890629161,0.729561237398098,0.857,0.75,1
"ACAP3",0.517576533370742,0.531220725015615,1,0.75,1
"EXPH5",0.517823785045902,0.376772245764082,1,0.875,1
"RNMT",0.517823785045902,0.866799635189563,1,0.875,1
"SSBP3",0.517823785045902,0.282554179958851,1,0.875,1
"CRACR2B",0.518037520627371,0.27402941071534,0.857,0.875,1
"FUT4",0.518565457553301,1.21001584149486,0.714,0.688,1
"FHIP1A",0.521579210394803,0.781211307291705,0.214,0.312,1
"SMIM3",0.521895419679221,0.35091289086784,0.786,0.75,1
"SLC46A1",0.522260919763716,0.673131519645429,0.786,0.562,1
"C17orf100",0.522263078986822,0.645572343924501,0.429,0.375,1
"CARNS1",0.522605363984674,1.50806519090782,0.286,0.188,1
"SNAI1",0.522605363984674,0.966745181078193,0.286,0.188,1
"CORO1A",0.523138430784608,0.816811520090399,0.429,0.312,1
"PTP4A3",0.523138430784608,0.591670121228179,0.429,0.312,1
"CDON",0.523804613001377,0.983129379145453,0.786,0.875,1
"MICALL1",0.523804613001377,0.531771463220546,0.857,0.812,1
"MLYCD",0.523804613001377,0.37558939562854,0.857,0.812,1
"CTNNBIP1",0.524683925667025,0.84317844597927,0.857,0.938,1
"ZNF507",0.524683925667025,0.412369403775389,0.857,0.938,1
"CDK14",0.524835140049514,0.92655239423783,0.429,0.562,1
"NSUN3",0.524915113822518,0.705058988314811,0.929,1,1
"RANBP9",0.524915113822518,0.585558233923924,0.929,1,1
"SNRNP48",0.524915113822518,0.371228140736434,0.929,1,1
"SNX12",0.524915113822518,0.354008457333364,0.929,1,1
"ASH2L",0.524915113822518,0.257586672453621,1,0.938,1
"CSNK1G1",0.524915113822518,0.273890670606081,1,0.938,1
"ELP4",0.524915113822518,0.414289697383569,1,0.938,1
"MRPS21",0.524915113822518,0.391703527452675,1,0.938,1
"NAA30",0.524915113822518,0.265497009525206,1,0.938,1
"TBL1X",0.524915113822518,0.359373666467437,1,0.938,1
"TOPBP1",0.524915113822518,0.5525111702334,1,0.938,1
"ALG14",0.524915113822518,0.513849504643638,1,1,1
"ATP6V0A1",0.524915113822518,0.582755447612782,1,1,1
"BAZ2B",0.524915113822518,0.358731177059865,1,1,1
"GCNT2",0.524915113822518,0.29255948651867,1,1,1
"MPHOSPH10",0.524915113822518,0.291041781965982,1,1,1
"MYEF2",0.524915113822518,0.287774573695798,1,1,1
"NAA15",0.524915113822518,0.374871035249267,1,1,1
"NDUFS7",0.524915113822518,0.433312394830275,1,1,1
"PIGG",0.524915113822518,0.358631734820325,1,1,1
"PPDPF",0.524915113822518,0.673423858225116,1,1,1
"PTPN2",0.524915113822518,0.700578059358315,1,1,1
"RICTOR",0.524915113822518,0.273710009903746,1,1,1
"RNF149",0.524915113822518,0.25633779418113,1,1,1
"STAG2",0.524915113822518,0.558006034793174,1,1,1
"STYX",0.524915113822518,0.260580201763577,1,1,1
"TAF8",0.524915113822518,0.356348817583209,1,1,1
"TFDP2",0.524915113822518,0.282216611615288,1,1,1
"TMED8",0.524915113822518,0.262157728704645,1,1,1
"ZNF146",0.524915113822518,0.546295004782257,1,1,1
"FAM153CP",0.525684746206188,1.71130691636916,0.5,0.438,1
"SAPCD1",0.525684746206188,0.991870742111681,0.5,0.438,1
"ZNF324B",0.525684746206188,0.817313485933108,0.5,0.438,1
"C7orf25",0.526430118274196,0.437260790033912,0.214,0.375,1
"C1R",0.527710633847163,0.391793020537931,0.786,0.688,1
"PPAN",0.527710633847163,0.298542181714159,0.786,0.688,1
"SLC16A6",0.530068299183742,1.50871965853298,0.357,0.25,1
"SEPSECS",0.531191796602559,0.299767642744597,0.786,0.938,1
"FBXL17",0.531191796602559,0.521726687000609,0.929,0.812,1
"SNX29",0.531191796602559,0.272021423801916,0.929,0.812,1
"ARMC1",0.532006442599134,0.253448701638142,0.929,0.938,1
"DYNLL2",0.532006442599134,0.362873076805716,0.929,0.938,1
"SS18L1",0.532006442599134,0.67064019849772,0.929,0.938,1
"BLTP1",0.532461516059995,0.294530202416315,0.929,0.938,1
"DDX60",0.533706837671635,0.590639831919687,0.571,0.562,1
"OSGIN1",0.534273241776085,1.69448931865206,0.5,0.562,1
"ENDOG",0.537621247855604,0.506022148325919,0.714,0.625,1
"RALGPS1",0.537621247855604,0.318523831978111,0.714,0.625,1
"RTN2",0.537621247855604,0.661126986826734,0.714,0.625,1
"C1orf226",0.540067977707053,0.50177524248633,0.5,0.375,1
"YPEL1",0.5409788672915,0.42475258133199,0.714,0.562,1
"INMT-MINDY4",0.541040590815703,1.21831761515483,0.357,0.312,1
"ZNF670-ZNF695",0.543643169815161,0.50586934525172,0.714,0.875,1
"TBC1D12",0.544649711607904,0.952427028164928,0.857,0.875,1
"TMEM141",0.544649711607904,0.270358426350877,0.857,0.875,1
"ARMC6",0.544776445626516,0.386175140021206,0.857,1,1
"CEPT1",0.544776445626516,0.339089967152688,1,0.875,1
"KDELR3",0.544776445626516,0.652404150573302,1,0.875,1
"LGMN",0.544776445626516,0.289151574840189,1,0.875,1
"TMEM87B",0.544776445626516,0.506812690056491,1,0.875,1
"AMBRA1",0.545971417456047,0.355733125135507,0.786,0.625,1
"CEACAM19",0.545971417456047,0.850861767003759,0.786,0.625,1
"PITPNM2",0.545971417456047,0.931844126774278,0.643,0.75,1
"KCTD2",0.546047911716656,0.296034185884425,0.643,0.562,1
"KDM7A",0.549181645847183,0.975463046708588,0.714,0.812,1
"NUAK2",0.549181645847183,0.719402058124117,0.786,0.75,1
"TMCC1",0.551028111675157,0.948539013904774,1,0.688,1
"ZNF263",0.551028111675157,0.852546010858345,0.786,0.875,1
"OBI1",0.551028111675157,0.52805885871546,0.857,0.812,1
"PIP5K1C",0.551028111675157,1.11109149730555,0.857,0.812,1
"ZNHIT2",0.551028111675157,0.373291468203644,0.857,0.812,1
"TUBD1",0.551877731584844,0.680552094399137,0.857,0.938,1
"UBIAD1",0.551877731584844,0.722140126849051,0.857,0.938,1
"PPP1R37",0.551877731584844,0.663260727284348,0.929,0.875,1
"ABCE1",0.552099361396013,0.37619771064638,0.929,1,1
"COG8",0.552099361396013,0.534833410620094,0.929,1,1
"ABCD3",0.552099361396013,0.257660487097786,1,0.938,1
"C2CD2L",0.552099361396013,0.617888453585403,1,0.938,1
"M6PR",0.552099361396013,0.293871588943089,1,0.938,1
"SH2D3A",0.552099361396013,1.06332560314079,1,0.938,1
"SH3GLB2",0.552099361396013,0.490636071342538,1,0.938,1
"TPBG",0.552099361396013,0.408848800643269,1,0.938,1
"YAF2",0.552099361396013,0.303710522908347,1,0.938,1
"ZNF217",0.552099361396013,0.626665470239238,1,0.938,1
"ABL2",0.552099361396013,0.28104585026364,1,1,1
"ATP6V1H",0.552099361396013,0.403370502670817,1,1,1
"COX6C",0.552099361396013,0.473985429538297,1,1,1
"GAA",0.552099361396013,0.409047371017414,1,1,1
"GPATCH2L",0.552099361396013,0.424063550603035,1,1,1
"HOOK3",0.552099361396013,0.291462024618252,1,1,1
"HSBP1L1",0.552099361396013,0.301306443461264,1,1,1
"HSPA4",0.552099361396013,0.253458969510293,1,1,1
"KIAA0513",0.552099361396013,0.288678246166533,1,1,1
"KLHL36",0.552099361396013,0.691008702246233,1,1,1
"LRRC58",0.552099361396013,0.31429513038622,1,1,1
"MRE11",0.552099361396013,0.291314642991046,1,1,1
"NCKAP1",0.552099361396013,0.352202935987592,1,1,1
"NSMCE2",0.552099361396013,0.332968970332559,1,1,1
"OGFOD1",0.552099361396013,0.287056712259795,1,1,1
"ORC2",0.552099361396013,0.267612504027307,1,1,1
"PACSIN2",0.552099361396013,0.677923221669863,1,1,1
"SENP7",0.552099361396013,0.645523047468979,1,1,1
"SMC1A",0.552099361396013,0.513124613517477,1,1,1
"TLCD2",0.552099361396013,0.417487962839176,1,1,1
"C6orf120",0.552557474272839,0.935975267743913,0.5,0.5,1
"JPH1",0.552900391909309,0.483983463432887,0.429,0.375,1
"ZSCAN31",0.556058166307283,0.612902943094795,0.5,0.438,1
"B9D1",0.55695757212553,0.449471662375724,0.786,0.812,1
"DENND6B",0.55695757212553,0.291727471910284,0.786,0.812,1
"CTU1",0.557672274973624,0.452527809712959,0.429,0.312,1
"AEN",0.559422277165511,0.339045155371079,0.929,0.938,1
"PON2",0.559422277165511,0.558385114458092,0.929,0.938,1
"TSEN2",0.559422277165511,0.502917319668113,0.929,0.938,1
"VPS45",0.559422277165511,0.359086802947574,0.929,0.938,1
"PPP1R42",0.5615992003998,1.81118073241387,0.286,0.25,1
"RBPMS2",0.562302378222653,0.710432817696812,0.643,0.5,1
"CACNB2",0.562302378222653,1.65039452549492,0.571,0.562,1
"DLEC1",0.562992683224951,1.60076749949667,0.5,0.562,1
"ZNF510",0.564874879381774,0.370126949386124,0.571,0.75,1
"ANG",0.565659378772946,0.305898157676985,0.714,0.625,1
"HMGN5",0.568302556668002,0.492773224131182,0.714,0.75,1
"ATP2C2",0.56928031340367,0.953780906335552,0.643,0.625,1
"CLSTN3",0.56928031340367,0.633593931173083,0.643,0.625,1
"DENND11",0.56928031340367,0.46551949027892,0.643,0.625,1
"FAAH",0.570492531512022,1.12601248197539,0.357,0.312,1
"SPATA6",0.570492531512022,2.81724374700506,0.357,0.312,1
"TMEM63C",0.570741763621113,0.827496103165136,0.5,0.375,1
"CLDN4",0.572390791188513,0.739706465221358,0.857,0.875,1
"FAM110A",0.572390791188513,0.485497632763935,0.857,0.875,1
"HSF2",0.572390791188513,0.423853165079541,0.857,0.875,1
"MPP3",0.572390791188513,0.83384175022391,0.857,0.875,1
"TPP1",0.572390791188513,0.744704089325328,0.857,0.875,1
"MYCBP",0.572391616369318,0.340595614154173,1,0.875,1
"KIF16B",0.574061988613536,0.815455534350773,0.786,0.625,1
"ATL1",0.574061988613536,0.944020898659491,0.714,0.688,1
"VAV3",0.574798517493919,2.49582001863777,0.643,0.562,1
"RERG",0.577139142846877,0.73295711346467,0.714,0.812,1
"RELL1",0.577139142846877,0.301494693339186,0.786,0.75,1
"EHHADH",0.578267343796282,4.10074021733836,0.643,0.688,1
"GAPDHS",0.578577377977678,0.491619094072502,0.357,0.25,1
"SLC9A3",0.578577377977678,0.414235253197505,0.357,0.25,1
"TMEM51",0.578577377977678,0.593315083444513,0.357,0.25,1
"GRHL1",0.579722660169743,0.600755410235778,0.786,1,1
"MIGA2",0.579722660169743,0.909968595647508,0.857,0.938,1
"ZSCAN25",0.579722660169743,0.466008599114511,0.857,0.938,1
"ZNF254",0.579722660169743,0.496480741149668,0.929,0.875,1
"MTG2",0.579938018606796,0.312760331989844,0.929,1,1
"PPIL4",0.579938018606796,0.389843519052002,0.929,1,1
"TNFRSF1B",0.579938018606796,1.2887145623236,0.929,1,1
"ADIPOR2",0.579938018606796,0.589274879739011,1,0.938,1
"CARS1",0.579938018606796,0.881149871798674,1,0.938,1
"CEP15",0.579938018606796,0.261467865439033,1,0.938,1
"DIS3L",0.579938018606796,1.02069352928241,1,0.938,1
"KLHL28",0.579938018606796,0.29343518648097,1,0.938,1
"MAP3K2",0.579938018606796,0.256956300265169,1,0.938,1
"MEGF9",0.579938018606796,0.257197122284666,1,0.938,1
"POLH",0.579938018606796,0.380611883305779,1,0.938,1
"SHTN1",0.579938018606796,0.782923540847928,1,0.938,1
"ULK3",0.579938018606796,1.34952498525881,1,0.938,1
"ABHD2",0.579938018606796,0.288863814256517,1,1,1
"ANKRD12",0.579938018606796,0.258321748591168,1,1,1
"BCAS4",0.579938018606796,0.582154558478408,1,1,1
"BIRC6",0.579938018606796,0.490641703920569,1,1,1
"CEP95",0.579938018606796,0.301513827915946,1,1,1
"CIAO3",0.579938018606796,0.361144989855891,1,1,1
"COQ8B",0.579938018606796,0.372243350644258,1,1,1
"EIF4E",0.579938018606796,0.343355368062095,1,1,1
"FOXK1",0.579938018606796,0.399747700456446,1,1,1
"IKBKB",0.579938018606796,0.429196632641815,1,1,1
"KNTC1",0.579938018606796,1.00986096822976,1,1,1
"LMAN2",0.579938018606796,0.348165943480883,1,1,1
"MEF2A",0.579938018606796,0.321050672083881,1,1,1
"POP5",0.579938018606796,0.258871696198735,1,1,1
"PPP4R3A",0.579938018606796,0.47622480140507,1,1,1
"PTK2",0.579938018606796,0.251466108928364,1,1,1
"RDH13",0.579938018606796,0.434751541785824,1,1,1
"RSF1",0.579938018606796,0.25819895452453,1,1,1
"SCLY",0.579938018606796,0.329416829993724,1,1,1
"SERTAD2",0.579938018606796,0.286827845474174,1,1,1
"SLC25A5",0.579938018606796,0.250793070906793,1,1,1
"SSH1",0.579938018606796,0.680424947895818,1,1,1
"TBC1D15",0.579938018606796,0.711148156315103,1,1,1
"USP8",0.579938018606796,0.363626190492552,1,1,1
"ZFYVE16",0.579938018606796,0.450140579683749,1,1,1
"ZNF761",0.579938018606796,0.518684211426582,1,1,1
"GRAMD4",0.582128488559298,1.54387348717821,0.571,0.5,1
"RANBP10",0.582128488559298,0.440425323751597,0.571,0.5,1
"ABCG1",0.582311389884693,0.743165334821989,0.5,0.5,1
"PHOSPHO2",0.582311389884693,1.01743799196076,0.5,0.5,1
"SH3D21",0.585561955864173,0.79320017707419,0.429,0.375,1
"BTAF1",0.58649318615546,0.424002809422976,0.929,0.812,1
"B3GALT9",0.586907523190589,0.860988738070188,0.5,0.438,1
"SMNDC1",0.587484420844273,0.360197996439016,0.929,0.938,1
"SAMD11",0.588279193736465,1.16914096732294,0.286,0.25,1
"FMO4",0.591264367816092,2.49787772971368,0.214,0.188,1
"COL7A1",0.595612052934661,2.35412829249059,0.429,0.5,1
"GPR176",0.59682486242259,0.367902773069007,0.714,0.75,1
"SLC37A1",0.59682486242259,0.71801408555342,0.714,0.75,1
"PFKFB4",0.598250431028036,0.653081428627227,0.643,0.625,1
"RNF19B",0.598250431028036,0.413113772862905,0.643,0.625,1
"PPP1R21",0.599701043870909,0.430938258947645,0.857,0.75,1
"ZBTB21",0.599701043870909,1.10325886965685,0.857,0.75,1
"DNAJC14",0.600634694692557,1.20738594452716,1,0.875,1
"DRAM2",0.600634694692557,0.258815364439034,1,0.875,1
"GLUL",0.600634694692557,0.60045791795575,1,0.875,1
"PAPLN",0.600634694692557,0.898253982585073,1,0.875,1
"SDCCAG8",0.600634694692557,0.332323430242638,1,0.875,1
"TSPAN6",0.600634694692557,0.643513360774504,1,0.875,1
"NSDHL",0.600761291181035,0.45544741414904,0.857,0.875,1
"MYBBP1A",0.601208085327821,0.253383275489922,0.714,1,1
"CA11",0.601277139208174,0.72719621402374,0.286,0.188,1
"NPHP3-ACAD11",0.601277139208174,2.02096623262988,0.286,0.188,1
"PTPRCAP",0.601277139208174,0.767332805814637,0.286,0.188,1
"SLC44A3",0.601277139208174,0.678990968866852,0.286,0.188,1
"SMPDL3B",0.601277139208174,0.489945800372589,0.286,0.188,1
"USP50",0.601277139208174,0.372871728476183,0.286,0.188,1
"PPFIA3",0.601676939308124,0.645121792541915,0.429,0.438,1
"PYCARD",0.602795320605951,0.858275235300536,0.643,0.75,1
"XRCC1",0.602795320605951,0.411701236274325,0.643,0.75,1
"CDAN1",0.605726335318753,0.424727250066641,0.714,0.812,1
"JMJD8",0.607269354658756,0.32079485492712,0.786,0.562,1
"CIMIP5",0.607269354658756,2.67496334810984,0.643,0.688,1
"DNAJC25",0.607269354658756,0.540897065387905,0.643,0.688,1
"C1orf167",0.607508698351203,0.834070813079283,0.786,0.875,1
"DHCR7",0.608192126846793,0.464303120134395,1,0.812,1
"ATPAF1",0.608192126846793,0.382455580439572,0.929,0.875,1
"PPAT",0.608192126846793,0.710423878422619,0.929,0.875,1
"SKAP2",0.608192126846793,1.22958499775129,0.929,0.875,1
"AGO4",0.608213237722384,1.29053528986127,0.786,1,1
"CCNK",0.608395836481484,0.748178752677217,0.929,1,1
"METTL22",0.608395836481484,0.532676119481724,0.929,1,1
"DGKZ",0.608395836481484,0.394606411517828,1,0.938,1
"FSAF1",0.608395836481484,0.583696719791703,1,0.938,1
"FUBP3",0.608395836481484,0.354121697678329,1,0.938,1
"GNAQ",0.608395836481484,0.869819136384884,1,0.938,1
"HINT3",0.608395836481484,0.323352967845378,1,0.938,1
"NAGK",0.608395836481484,0.512446325756795,1,0.938,1
"NUDT9",0.608395836481484,0.475472594850352,1,0.938,1
"ADPGK",0.608395836481484,0.345416635843925,1,1,1
"BNIP3L",0.608395836481484,0.408931155412317,1,1,1
"CAPZA1",0.608395836481484,0.25131079554931,1,1,1
"CSDE1",0.608395836481484,0.337535211209232,1,1,1
"EMSY",0.608395836481484,0.302101654461474,1,1,1
"FADS2",0.608395836481484,0.569669815070182,1,1,1
"FRA10AC1",0.608395836481484,1.35337951277692,1,1,1
"LRRC47",0.608395836481484,0.307647878649302,1,1,1
"MAPK6",0.608395836481484,0.313165269663265,1,1,1
"MRPL55",0.608395836481484,0.440905583285907,1,1,1
"PPP4R2",0.608395836481484,0.512951378215341,1,1,1
"RAPGEF6",0.608395836481484,0.742694140624422,1,1,1
"RCOR3",0.608395836481484,0.299533856608412,1,1,1
"SEC11C",0.608395836481484,0.419244570944562,1,1,1
"SLC1A5",0.608395836481484,0.252922007314869,1,1,1
"SPPL2B",0.608395836481484,0.341020069519052,1,1,1
"SRP54",0.608395836481484,0.385398224063668,1,1,1
"TACC2",0.608395836481484,0.477459856129283,1,1,1
"TMEM185A",0.608395836481484,0.371256542093673,1,1,1
"MT1F",0.608810448576881,0.629163560181576,0.357,0.438,1
"KLF12",0.612100279409659,0.423532954151104,0.786,0.688,1
"PLRG1",0.612100279409659,0.309418858485481,0.786,0.688,1
"RASSF2",0.61252747551233,1.03205790987562,0.571,0.5,1
"NRIP1",0.616033765023233,0.769619735398914,0.571,0.625,1
"CACNB3",0.616156978270411,0.476059022716182,0.929,0.938,1
"MTERF3",0.616156978270411,0.614412056003716,0.929,0.938,1
"DEPP1",0.61858288605955,0.733581821197178,0.5,0.438,1
"ZNF75D",0.61858288605955,0.988365257750073,0.5,0.438,1
"LRRC46",0.620689655172414,0.654230683827083,0.214,0.125,1
"LURAP1L",0.621582074459846,0.375387544994926,0.643,0.5,1
"C2orf81",0.622813216714656,1.25813025752002,0.429,0.688,1
"IQGAP2",0.623044033538786,0.602722839515982,0.357,0.25,1
"PEX12",0.623044033538786,0.37684886636123,0.357,0.25,1
"FBXO4",0.625987192162433,0.528926028884397,0.714,0.75,1
"GPM6B",0.625987192162433,1.44462080955754,0.714,0.75,1
"SKI",0.625987192162433,0.956308049846116,0.714,0.75,1
"SUPT3H",0.625987192162433,0.384310126736136,0.714,0.75,1
"H2BC15",0.628653296330851,0.83567136826647,0.714,0.875,1
"SAYSD1",0.628653296330851,0.257761386504497,0.857,0.75,1
"BRAF",0.629734434468352,0.89655366806962,0.857,0.875,1
"DUOX1",0.629734434468352,0.684111076107921,0.857,0.875,1
"LMTK2",0.629734434468352,1.01286140705901,0.857,0.875,1
"MCC",0.629734434468352,0.757024442079281,0.857,0.875,1
"KAZALD1",0.632151210256585,1.06230500747765,0.786,0.625,1
"ARHGAP33",0.632649743239835,1.16577503266075,0.571,0.812,1
"VSIG10L",0.632745849297573,1.88660636469825,0.286,0.25,1
"LCN2",0.633578649271855,1.36076351253931,0.429,0.438,1
"TMEM242",0.634917697669913,0.433332630111322,0.786,0.75,1
"ZNF189",0.634917697669913,0.339562664091952,0.786,0.75,1
"ZSCAN22",0.634917697669913,0.563247558508976,0.786,0.75,1
"CDK5",0.636509622725617,0.250836627884413,0.786,0.875,1
"PABIR3",0.636509622725617,0.509622508484894,0.786,0.875,1
"CCSAP",0.636509622725617,0.861838059460532,0.857,0.812,1
"TAF4B",0.636903770337054,1.24933557985315,0.357,0.312,1
"TMEM121",0.636903770337054,0.890512934382383,0.357,0.312,1
"PHF10",0.637247196835019,0.539362319158545,0.929,0.875,1
"ARAF",0.63744244836646,0.288207212491545,0.929,1,1
"CENPB",0.63744244836646,0.582320041349883,0.929,1,1
"YTHDF3",0.63744244836646,0.595677131416122,0.929,1,1
"ARFGEF3",0.63744244836646,0.504757615821725,1,0.938,1
"DCXR",0.63744244836646,0.514791743687745,1,0.938,1
"HSPE1-MOB4",0.63744244836646,0.280760735376215,1,0.938,1
"SUCLA2",0.63744244836646,0.334285394598306,1,0.938,1
"USP6NL",0.63744244836646,0.3069860732225,1,0.938,1
"ZNF483",0.63744244836646,0.420647459472858,1,0.938,1
"ARNT",0.63744244836646,0.275014675089765,1,1,1
"BCLAF1",0.63744244836646,0.281043023162029,1,1,1
"CTSD",0.63744244836646,0.374167116373853,1,1,1
"DESI1",0.63744244836646,0.518779610102006,1,1,1
"EPN1",0.63744244836646,0.547053840885363,1,1,1
"ERLIN2",0.63744244836646,0.266513869814434,1,1,1
"FARP1",0.63744244836646,0.457576412558923,1,1,1
"GGCT",0.63744244836646,0.412622226970733,1,1,1
"IRAK4",0.63744244836646,1.0703598009967,1,1,1
"NDUFA3",0.63744244836646,0.507369521778228,1,1,1
"PDZD11",0.63744244836646,0.305686223463117,1,1,1
"PDZD8",0.63744244836646,1.10130456119459,1,1,1
"PPP1CB",0.63744244836646,0.354673934155825,1,1,1
"RAD51C",0.63744244836646,0.351263079960139,1,1,1
"SCYL3",0.63744244836646,0.399434070911555,1,1,1
"TINAGL1",0.63744244836646,0.507437339087641,1,1,1
"WNK1",0.63744244836646,0.284068138082832,1,1,1
"ADCK5",0.641466373796246,0.488727513326775,0.786,0.688,1
"IFI44",0.641466373796246,0.371258353006268,0.786,0.688,1
"POFUT3",0.641466373796246,0.601608900276497,0.786,0.688,1
"ASIC3",0.642043422733078,0.489461588137971,0.143,0.25,1
"ZNF275",0.643298165158907,0.253511063192996,0.571,0.5,1
"GPLD1",0.644248539644866,0.502701516417857,0.786,0.938,1
"MAFG",0.644248539644866,0.363922895677017,0.786,0.938,1
"THAP9",0.644248539644866,0.38872696256067,0.786,0.938,1
"JUNB",0.645407918675681,0.370068878367878,0.929,0.938,1
"MRPS30",0.645407918675681,0.367529842436239,0.929,0.938,1
"MRPS9",0.645407918675681,0.293426189425464,0.929,0.938,1
"PGM3",0.645407918675681,0.361112838267307,0.929,0.938,1
"PPP1R18",0.652181662866537,0.818914109049066,0.5,0.625,1
"FUT2",0.655719831862535,1.16478402348945,0.714,0.75,1
"C1QTNF3-AMACR",0.657471264367816,1.14034074715399,0.143,0.062,1
"CBLN3",0.657471264367816,1.72100207461417,0.143,0.062,1
"CILP2",0.657471264367816,1.60916059056249,0.143,0.062,1
"PPT2-EGFL8",0.657471264367816,0.825325669729173,0.143,0.062,1
"URGCP-MRPS24",0.657471264367816,1.21987593329693,0.143,0.062,1
"NAA80",0.658056592618723,0.572268198964462,0.643,0.625,1
"ZBTB2",0.658056592618723,0.868343738122435,0.643,0.625,1
"WWC2",0.658159877749464,0.514478666480926,0.857,0.75,1
"CAMSAP2",0.658878431441314,0.39974955309965,0.857,1,1
"HSD17B7",0.658878431441314,0.34539285373315,0.857,1,1
"ZFP90",0.658878431441314,1.26220752570755,0.857,1,1
"ZNF329",0.658878431441314,0.448767345015088,1,0.875,1
"CIMIP2A",0.65992337164751,1.48176199001794,0.214,0.188,1
"CAMKMT",0.662071606095817,1.31709391667006,0.571,0.812,1
"ABCB10",0.662071606095817,0.278724921427212,0.786,0.625,1
"PRMT3",0.662071606095817,0.284067866184995,0.786,0.625,1
"MTURN",0.662071606095817,0.444484031414689,0.643,0.75,1
"SERPINF1",0.662071606095817,1.11818478101799,0.643,0.75,1
"TRIM45",0.662071606095817,1.04513589935879,0.714,0.688,1
"INO80B",0.664214559386973,0.586881543946114,0.286,0.188,1
"FBP1",0.664544824251101,0.325192555045451,0.643,0.562,1
"GLCCI1",0.664665850769146,0.361734997310434,0.929,0.625,1
"ACSBG1",0.666164104050486,0.577110116305432,0.786,0.875,1
"STRN",0.666164104050486,0.34155469315297,0.857,0.812,1
"EEIG1",0.666855756848098,0.345335600956995,1,0.812,1
"KLHL35",0.666855756848098,0.910176504664109,0.857,0.938,1
"SMYD2",0.666880471013203,0.294191814142192,0.857,0.938,1
"MED27",0.667037296625165,0.492899015653236,0.929,1,1
"UNC50",0.667037296625165,0.355860259684912,0.929,1,1
"USP54",0.667037296625165,0.977206566750322,0.929,1,1
"ACACB",0.667037296625165,1.09344844089445,1,0.938,1
"ERN1",0.667037296625165,0.256320707777491,1,0.938,1
"GALC",0.667037296625165,0.364249087335106,1,0.938,1
"PRP4K",0.667037296625165,0.311483747931645,1,0.938,1
"ZNF548",0.667037296625165,0.545117846241795,1,0.938,1
"ARHGEF9",0.667037296625165,0.353795149543473,1,1,1
"FRMD8",0.667037296625165,0.298143566899067,1,1,1
"GATD1",0.667037296625165,0.52696786598684,1,1,1
"GMPPA",0.667037296625165,0.51256716202849,1,1,1
